"id";"wind_direction";"spot";"wind_speed";"fact_texture";"date";"description";"flat_probability";"frizzy_probability";"stirred_probability";"restless_probability"
238;"Norte";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-06-15 17:00:00";"P(Encrespado|<Canal da Barra, Leste, Vento Fraco>) = 0,00059/0,00182 = 0,32439P(Muito Mexido|<Canal da Barra, Leste, Vento Fraco>) = 0,00000/0,00182 = 0,00000P(Mexido|<Canal da Barra, Leste, Vento Fraco>) = 0,00019/0,00182 = 0,10296P(Liso|<Canal da Barra, Leste, Vento Fraco>) = 0,00104/0,00182 = 0,57265";0.5726475884947216;0.3243949041074189;0.10295750739785946;0.0
239;"Noroeste";"Camping da Barra";"Vento Moderado";"Liso";"2020-05-12 15:00:00";"P(Encrespado|<Canal da Barra, Norte, Vento Moderado>) = 0,00924/0,02012 = 0,45931P(Muito Mexido|<Canal da Barra, Norte, Vento Moderado>) = 0,00024/0,02012 = 0,01205P(Mexido|<Canal da Barra, Norte, Vento Moderado>) = 0,00793/0,02012 = 0,39412P(Liso|<Canal da Barra, Norte, Vento Moderado>) = 0,00271/0,02012 = 0,13451";0.134514891427459;0.4593116250535176;0.3941244579245275;0.012049025594495881
240;"Oeste";"Deck Salva Vidas";"Aragem";"Liso";"2020-03-06 06:00:00";"P(Encrespado|<Camping da Barra, Noroeste, Vento Moderado>) = 0,00000/0,00007 = 0,00000P(Muito Mexido|<Camping da Barra, Noroeste, Vento Moderado>) = 0,00000/0,00007 = 0,00000P(Mexido|<Camping da Barra, Noroeste, Vento Moderado>) = 0,00000/0,00007 = 0,00000P(Liso|<Camping da Barra, Noroeste, Vento Moderado>) = 0,00007/0,00007 = 1,00000";1.0;0.0;0.0;0.0
241;"Oeste";"Deck Salva Vidas";"Bafagem";"Encrespado";"2020-03-06 09:00:00";"P(Encrespado|<Deck Salva Vidas, Oeste, Aragem>) = 0,00121/0,00331 = 0,36383P(Muito Mexido|<Deck Salva Vidas, Oeste, Aragem>) = 0,00000/0,00331 = 0,00000P(Mexido|<Deck Salva Vidas, Oeste, Aragem>) = 0,00004/0,00331 = 0,01082P(Liso|<Deck Salva Vidas, Oeste, Aragem>) = 0,00207/0,00331 = 0,62535";0.6253509199575739;0.3638322899695146;0.010816790072911532;0.0
242;"Leste";"Deck Salva Vidas";"Vento Moderado";"Liso";"2020-03-06 17:00:00";"P(Encrespado|<Deck Salva Vidas, Oeste, Bafagem>) = 0,00027/0,00079 = 0,34087P(Muito Mexido|<Deck Salva Vidas, Oeste, Bafagem>) = 0,00000/0,00079 = 0,00000P(Mexido|<Deck Salva Vidas, Oeste, Bafagem>) = 0,00000/0,00079 = 0,00000P(Liso|<Deck Salva Vidas, Oeste, Bafagem>) = 0,00052/0,00079 = 0,65913";0.6591262634719889;0.3408737365280111;0.0;0.0
243;"Oeste";"Deck Salva Vidas";"Aragem";"Encrespado";"2020-03-07 06:00:00";"P(Encrespado|<Deck Salva Vidas, Leste, Vento Moderado>) = 0,00304/0,00568 = 0,53419P(Muito Mexido|<Deck Salva Vidas, Leste, Vento Moderado>) = 0,00016/0,00568 = 0,02844P(Mexido|<Deck Salva Vidas, Leste, Vento Moderado>) = 0,00093/0,00568 = 0,16395P(Liso|<Deck Salva Vidas, Leste, Vento Moderado>) = 0,00155/0,00568 = 0,27342";0.2734200787422367;0.5341850580794161;0.16395214265836217;0.028442720519984983
244;"Oeste";"Deck Salva Vidas";"Aragem";"Liso";"2020-03-07 08:00:00";"P(Encrespado|<Deck Salva Vidas, Oeste, Aragem>) = 0,00121/0,00331 = 0,36383P(Muito Mexido|<Deck Salva Vidas, Oeste, Aragem>) = 0,00000/0,00331 = 0,00000P(Mexido|<Deck Salva Vidas, Oeste, Aragem>) = 0,00004/0,00331 = 0,01082P(Liso|<Deck Salva Vidas, Oeste, Aragem>) = 0,00207/0,00331 = 0,62535";0.6253509199575739;0.3638322899695146;0.010816790072911532;0.0
245;"Sudeste";"Deck Salva Vidas";"Vento Fraco";"Encrespado";"2020-03-07 11:00:00";"P(Encrespado|<Deck Salva Vidas, Oeste, Aragem>) = 0,00121/0,00331 = 0,36383P(Muito Mexido|<Deck Salva Vidas, Oeste, Aragem>) = 0,00000/0,00331 = 0,00000P(Mexido|<Deck Salva Vidas, Oeste, Aragem>) = 0,00004/0,00331 = 0,01082P(Liso|<Deck Salva Vidas, Oeste, Aragem>) = 0,00207/0,00331 = 0,62535";0.6253509199575739;0.3638322899695146;0.010816790072911532;0.0
246;"Nordeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-07 14:00:00";"P(Encrespado|<Deck Salva Vidas, Sudeste, Vento Fraco>) = 0,00161/0,00315 = 0,51286P(Muito Mexido|<Deck Salva Vidas, Sudeste, Vento Fraco>) = 0,00000/0,00315 = 0,00000P(Mexido|<Deck Salva Vidas, Sudeste, Vento Fraco>) = 0,00048/0,00315 = 0,15377P(Liso|<Deck Salva Vidas, Sudeste, Vento Fraco>) = 0,00105/0,00315 = 0,33337";0.33337067427140415;0.5128596374900457;0.15376968823855017;0.0
247;"Nordeste";"Deck Salva Vidas";"Vento Moderado";"Mexido";"2020-03-07 16:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00824/0,01249 = 0,66000P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00000/0,01249 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00373/0,01249 = 0,29852P(Liso|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00052/0,01249 = 0,04149";0.04148612954936099;0.6599956404138881;0.2985182300367507;0.0
248;"Norte";"Deck Salva Vidas";"Vento Fraco";"Mexido";"2020-03-08 08:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00824/0,01249 = 0,66000P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00000/0,01249 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00373/0,01249 = 0,29852P(Liso|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00052/0,01249 = 0,04149";0.04148612954936099;0.6599956404138881;0.2985182300367507;0.0
249;"Sudoeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-08 10:00:00";"P(Encrespado|<Deck Salva Vidas, Norte, Vento Fraco>) = 0,00543/0,00834 = 0,65080P(Muito Mexido|<Deck Salva Vidas, Norte, Vento Fraco>) = 0,00000/0,00834 = 0,00000P(Mexido|<Deck Salva Vidas, Norte, Vento Fraco>) = 0,00210/0,00834 = 0,25138P(Liso|<Deck Salva Vidas, Norte, Vento Fraco>) = 0,00082/0,00834 = 0,09782";0.09781891618979727;0.6507999075482155;0.25138117626198725;0.0
250;"Nordeste";"Deck Salva Vidas";"Vento Fresco";"Encrespado";"2020-03-13 19:00:00";"P(Encrespado|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00998/0,02730 = 0,36539P(Muito Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00000/0,02730 = 0,00000P(Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00256/0,02730 = 0,09386P(Liso|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,01476/0,02730 = 0,54075";0.5407452620258143;0.3653930188816308;0.09386171909255496;0.0
251;"Norte";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-14 06:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00594/0,01022 = 0,58104P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00000/0,01022 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00401/0,01022 = 0,39277P(Liso|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00027/0,01022 = 0,02619";0.026187514033286768;0.5810441654060619;0.39276832056065136;0.0
252;"Noroeste";"Deck Salva Vidas";"Vento Moderado";"Liso";"2020-03-14 09:00:00";"P(Encrespado|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,01605/0,02727 = 0,58849P(Muito Mexido|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00032/0,02727 = 0,01186P(Mexido|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00908/0,02727 = 0,33317P(Liso|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00181/0,02727 = 0,06648";0.06648454561808419;0.5884897885168235;0.33316948977603633;0.011856176089055854
253;"Noroeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-14 12:00:00";"P(Encrespado|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,02082/0,03417 = 0,60925P(Muito Mexido|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00048/0,03417 = 0,01419P(Mexido|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00769/0,03417 = 0,22497P(Liso|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00518/0,03417 = 0,15159";0.15158886070831656;0.6092465422081788;0.22497237075904059;0.014192226324464112
254;"Noroeste";"Deck Salva Vidas";"Vento Moderado";"Mexido";"2020-03-14 13:00:00";"P(Encrespado|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,02082/0,03417 = 0,60925P(Muito Mexido|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00048/0,03417 = 0,01419P(Mexido|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00769/0,03417 = 0,22497P(Liso|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00518/0,03417 = 0,15159";0.15158886070831656;0.6092465422081788;0.22497237075904059;0.014192226324464112
255;"Norte";"Deck Salva Vidas";"Vento Muito Fresco";"Mexido";"2020-03-15 06:00:00";"P(Encrespado|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,02082/0,03417 = 0,60925P(Muito Mexido|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00048/0,03417 = 0,01419P(Mexido|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00769/0,03417 = 0,22497P(Liso|<Deck Salva Vidas, Noroeste, Vento Moderado>) = 0,00518/0,03417 = 0,15159";0.15158886070831656;0.6092465422081788;0.22497237075904059;0.014192226324464112
256;"Norte";"Deck Salva Vidas";"Vento Muito Fresco";"Encrespado";"2020-03-15 09:00:00";"P(Encrespado|<Deck Salva Vidas, Norte, Vento Muito Fresco>) = 0,00850/0,02819 = 0,30134P(Muito Mexido|<Deck Salva Vidas, Norte, Vento Muito Fresco>) = 0,00097/0,02819 = 0,03440P(Mexido|<Deck Salva Vidas, Norte, Vento Muito Fresco>) = 0,01782/0,02819 = 0,63210P(Liso|<Deck Salva Vidas, Norte, Vento Muito Fresco>) = 0,00091/0,02819 = 0,03215";0.03215265200536664;0.3013412671840684;0.6321034237393489;0.03440265707121606
257;"Sudoeste";"Deck Salva Vidas";"Vento Fraco";"Liso";"2020-03-20 06:00:00";"P(Encrespado|<Deck Salva Vidas, Norte, Vento Muito Fresco>) = 0,00850/0,02819 = 0,30134P(Muito Mexido|<Deck Salva Vidas, Norte, Vento Muito Fresco>) = 0,00097/0,02819 = 0,03440P(Mexido|<Deck Salva Vidas, Norte, Vento Muito Fresco>) = 0,01782/0,02819 = 0,63210P(Liso|<Deck Salva Vidas, Norte, Vento Muito Fresco>) = 0,00091/0,02819 = 0,03215";0.03215265200536664;0.3013412671840684;0.6321034237393489;0.03440265707121606
258;"Sudoeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-20 09:00:00";"P(Encrespado|<Deck Salva Vidas, Sudoeste, Vento Fraco>) = 0,00337/0,01061 = 0,31805P(Muito Mexido|<Deck Salva Vidas, Sudoeste, Vento Fraco>) = 0,00000/0,01061 = 0,00000P(Mexido|<Deck Salva Vidas, Sudoeste, Vento Fraco>) = 0,00059/0,01061 = 0,05574P(Liso|<Deck Salva Vidas, Sudoeste, Vento Fraco>) = 0,00664/0,01061 = 0,62621";0.6262095320786706;0.31804868649796414;0.05574178142336527;0.0
259;"Sul";"Deck Salva Vidas";"Vento Muito Fresco";"Encrespado";"2020-03-20 12:00:00";"P(Encrespado|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00998/0,02730 = 0,36539P(Muito Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00000/0,02730 = 0,00000P(Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00256/0,02730 = 0,09386P(Liso|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,01476/0,02730 = 0,54075";0.5407452620258143;0.3653930188816308;0.09386171909255496;0.0
260;"Sudoeste";"Deck Salva Vidas";"Vento Fraco";"Liso";"2020-03-20 06:00:00";"P(Encrespado|<Deck Salva Vidas, Sul, Vento Muito Fresco>) = 0,00712/0,01438 = 0,49483P(Muito Mexido|<Deck Salva Vidas, Sul, Vento Muito Fresco>) = 0,00000/0,01438 = 0,00000P(Mexido|<Deck Salva Vidas, Sul, Vento Muito Fresco>) = 0,00183/0,01438 = 0,12706P(Liso|<Deck Salva Vidas, Sul, Vento Muito Fresco>) = 0,00544/0,01438 = 0,37810";0.3781017988462316;0.4948337046070286;0.12706449654673982;0.0
261;"Sudoeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-20 09:00:00";"P(Encrespado|<Deck Salva Vidas, Sudoeste, Vento Fraco>) = 0,00337/0,01061 = 0,31805P(Muito Mexido|<Deck Salva Vidas, Sudoeste, Vento Fraco>) = 0,00000/0,01061 = 0,00000P(Mexido|<Deck Salva Vidas, Sudoeste, Vento Fraco>) = 0,00059/0,01061 = 0,05574P(Liso|<Deck Salva Vidas, Sudoeste, Vento Fraco>) = 0,00664/0,01061 = 0,62621";0.6262095320786706;0.31804868649796414;0.05574178142336527;0.0
262;"Sul";"Deck Salva Vidas";"Vento Muito Fresco";"Encrespado";"2020-03-20 12:00:00";"P(Encrespado|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00998/0,02730 = 0,36539P(Muito Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00000/0,02730 = 0,00000P(Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00256/0,02730 = 0,09386P(Liso|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,01476/0,02730 = 0,54075";0.5407452620258143;0.3653930188816308;0.09386171909255496;0.0
263;"Sudoeste";"Deck Salva Vidas";"Vento Moderado";"Liso";"2020-03-21 06:00:00";"P(Encrespado|<Deck Salva Vidas, Sul, Vento Muito Fresco>) = 0,00712/0,01438 = 0,49483P(Muito Mexido|<Deck Salva Vidas, Sul, Vento Muito Fresco>) = 0,00000/0,01438 = 0,00000P(Mexido|<Deck Salva Vidas, Sul, Vento Muito Fresco>) = 0,00183/0,01438 = 0,12706P(Liso|<Deck Salva Vidas, Sul, Vento Muito Fresco>) = 0,00544/0,01438 = 0,37810";0.3781017988462316;0.4948337046070286;0.12706449654673982;0.0
264;"Sudoeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-21 08:00:00";"P(Encrespado|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00998/0,02730 = 0,36539P(Muito Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00000/0,02730 = 0,00000P(Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00256/0,02730 = 0,09386P(Liso|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,01476/0,02730 = 0,54075";0.5407452620258143;0.3653930188816308;0.09386171909255496;0.0
265;"Leste";"Deck Salva Vidas";"Calmaria";"Liso";"2020-03-22 06:00:00";"P(Encrespado|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00998/0,02730 = 0,36539P(Muito Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00000/0,02730 = 0,00000P(Mexido|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,00256/0,02730 = 0,09386P(Liso|<Deck Salva Vidas, Sudoeste, Vento Moderado>) = 0,01476/0,02730 = 0,54075";0.5407452620258143;0.3653930188816308;0.09386171909255496;0.0
266;"Sudeste";"Deck Salva Vidas";"Bafagem";"Liso";"2020-03-22 10:00:00";"P(Encrespado|<Deck Salva Vidas, Leste, Calmaria>) = 0,00004/0,00010 = 0,46292P(Muito Mexido|<Deck Salva Vidas, Leste, Calmaria>) = 0,00000/0,00010 = 0,00000P(Mexido|<Deck Salva Vidas, Leste, Calmaria>) = 0,00000/0,00010 = 0,00000P(Liso|<Deck Salva Vidas, Leste, Calmaria>) = 0,00005/0,00010 = 0,53708";0.5370761587770303;0.4629238412229697;0.0;0.0
267;"Nordeste";"Deck Salva Vidas";"Calmaria";"Liso";"2020-03-22 12:00:00";"P(Encrespado|<Deck Salva Vidas, Sudeste, Bafagem>) = 0,00014/0,00026 = 0,54627P(Muito Mexido|<Deck Salva Vidas, Sudeste, Bafagem>) = 0,00000/0,00026 = 0,00000P(Mexido|<Deck Salva Vidas, Sudeste, Bafagem>) = 0,00000/0,00026 = 0,00000P(Liso|<Deck Salva Vidas, Sudeste, Bafagem>) = 0,00012/0,00026 = 0,45373";0.4537266092463234;0.5462733907536765;0.0;0.0
268;"Nordeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-22 16:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Calmaria>) = 0,00012/0,00014 = 0,87529P(Muito Mexido|<Deck Salva Vidas, Nordeste, Calmaria>) = 0,00000/0,00014 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Calmaria>) = 0,00000/0,00014 = 0,00000P(Liso|<Deck Salva Vidas, Nordeste, Calmaria>) = 0,00002/0,00014 = 0,12471";0.1247100497407229;0.8752899502592771;0.0;0.0
269;"Nordeste";"Deck Salva Vidas";"Vento Fresco";"Mexido";"2020-03-22 18:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00824/0,01249 = 0,66000P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00000/0,01249 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00373/0,01249 = 0,29852P(Liso|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00052/0,01249 = 0,04149";0.04148612954936099;0.6599956404138881;0.2985182300367507;0.0
270;"Nordeste";"Deck Salva Vidas";"Vento Fraco";"Encrespado";"2020-03-23 06:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00594/0,01022 = 0,58104P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00000/0,01022 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00401/0,01022 = 0,39277P(Liso|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00027/0,01022 = 0,02619";0.026187514033286768;0.5810441654060619;0.39276832056065136;0.0
271;"Nordeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-23 16:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Fraco>) = 0,00279/0,00388 = 0,71828P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Fraco>) = 0,00000/0,00388 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Fraco>) = 0,00086/0,00388 = 0,22166P(Liso|<Deck Salva Vidas, Nordeste, Vento Fraco>) = 0,00023/0,00388 = 0,06007";0.060068451981916564;0.7182754073411904;0.221656140676893;0.0
272;"Nordeste";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-24 06:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00824/0,01249 = 0,66000P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00000/0,01249 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00373/0,01249 = 0,29852P(Liso|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00052/0,01249 = 0,04149";0.04148612954936099;0.6599956404138881;0.2985182300367507;0.0
273;"Leste";"Deck Salva Vidas";"Vento Moderado";"Mexido";"2020-03-24 10:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00824/0,01249 = 0,66000P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00000/0,01249 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00373/0,01249 = 0,29852P(Liso|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00052/0,01249 = 0,04149";0.04148612954936099;0.6599956404138881;0.2985182300367507;0.0
274;"Leste";"Deck Salva Vidas";"Vento Fresco";"Encrespado";"2020-03-24 16:00:00";"P(Encrespado|<Deck Salva Vidas, Leste, Vento Moderado>) = 0,00304/0,00568 = 0,53419P(Muito Mexido|<Deck Salva Vidas, Leste, Vento Moderado>) = 0,00016/0,00568 = 0,02844P(Mexido|<Deck Salva Vidas, Leste, Vento Moderado>) = 0,00093/0,00568 = 0,16395P(Liso|<Deck Salva Vidas, Leste, Vento Moderado>) = 0,00155/0,00568 = 0,27342";0.2734200787422367;0.5341850580794161;0.16395214265836217;0.028442720519984983
275;"Nordeste";"Deck Salva Vidas";"Vento Fresco";"Encrespado";"2020-03-25 06:00:00";"P(Encrespado|<Deck Salva Vidas, Leste, Vento Fresco>) = 0,00219/0,00448 = 0,48843P(Muito Mexido|<Deck Salva Vidas, Leste, Vento Fresco>) = 0,00048/0,00448 = 0,10827P(Mexido|<Deck Salva Vidas, Leste, Vento Fresco>) = 0,00100/0,00448 = 0,22404P(Liso|<Deck Salva Vidas, Leste, Vento Fresco>) = 0,00080/0,00448 = 0,17925";0.17925321360648566;0.4884330086358182;0.224041196292464;0.10827258146523215
276;"Norte";"Deck Salva Vidas";"Vento Fraco";"Mexido";"2020-03-25 12:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00594/0,01022 = 0,58104P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00000/0,01022 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00401/0,01022 = 0,39277P(Liso|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00027/0,01022 = 0,02619";0.026187514033286768;0.5810441654060619;0.39276832056065136;0.0
277;"Nordeste";"Deck Salva Vidas";"Vento Moderado";"Mexido";"2020-03-25 16:00:00";"P(Encrespado|<Deck Salva Vidas, Norte, Vento Fraco>) = 0,00543/0,00834 = 0,65080P(Muito Mexido|<Deck Salva Vidas, Norte, Vento Fraco>) = 0,00000/0,00834 = 0,00000P(Mexido|<Deck Salva Vidas, Norte, Vento Fraco>) = 0,00210/0,00834 = 0,25138P(Liso|<Deck Salva Vidas, Norte, Vento Fraco>) = 0,00082/0,00834 = 0,09782";0.09781891618979727;0.6507999075482155;0.25138117626198725;0.0
278;"Norte";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-26 06:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00824/0,01249 = 0,66000P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00000/0,01249 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00373/0,01249 = 0,29852P(Liso|<Deck Salva Vidas, Nordeste, Vento Moderado>) = 0,00052/0,01249 = 0,04149";0.04148612954936099;0.6599956404138881;0.2985182300367507;0.0
279;"Noroeste";"Deck Salva Vidas";"Vento Fraco";"Liso";"2020-03-26 09:00:00";"P(Encrespado|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,01605/0,02727 = 0,58849P(Muito Mexido|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00032/0,02727 = 0,01186P(Mexido|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00908/0,02727 = 0,33317P(Liso|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00181/0,02727 = 0,06648";0.06648454561808419;0.5884897885168235;0.33316948977603633;0.011856176089055854
280;"Noroeste";"Deck Salva Vidas";"Vento Fraco";"Encrespado";"2020-03-26 11:00:00";"P(Encrespado|<Deck Salva Vidas, Noroeste, Vento Fraco>) = 0,00704/0,01115 = 0,63172P(Muito Mexido|<Deck Salva Vidas, Noroeste, Vento Fraco>) = 0,00000/0,01115 = 0,00000P(Mexido|<Deck Salva Vidas, Noroeste, Vento Fraco>) = 0,00177/0,01115 = 0,15916P(Liso|<Deck Salva Vidas, Noroeste, Vento Fraco>) = 0,00233/0,01115 = 0,20912";0.20911989453664387;0.6317242446632593;0.15915586080009692;0.0
281;"Norte";"Deck Salva Vidas";"Vento Moderado";"Mexido";"2020-03-26 15:00:00";"P(Encrespado|<Deck Salva Vidas, Noroeste, Vento Fraco>) = 0,00704/0,01115 = 0,63172P(Muito Mexido|<Deck Salva Vidas, Noroeste, Vento Fraco>) = 0,00000/0,01115 = 0,00000P(Mexido|<Deck Salva Vidas, Noroeste, Vento Fraco>) = 0,00177/0,01115 = 0,15916P(Liso|<Deck Salva Vidas, Noroeste, Vento Fraco>) = 0,00233/0,01115 = 0,20912";0.20911989453664387;0.6317242446632593;0.15915586080009692;0.0
282;"Nordeste";"Deck Salva Vidas";"Vento Fresco";"Mexido";"2020-03-26 18:00:00";"P(Encrespado|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,01605/0,02727 = 0,58849P(Muito Mexido|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00032/0,02727 = 0,01186P(Mexido|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00908/0,02727 = 0,33317P(Liso|<Deck Salva Vidas, Norte, Vento Moderado>) = 0,00181/0,02727 = 0,06648";0.06648454561808419;0.5884897885168235;0.33316948977603633;0.011856176089055854
283;"Nordeste";"Deck Salva Vidas";"Vento Fresco";"Mexido";"2020-03-27 06:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00594/0,01022 = 0,58104P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00000/0,01022 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00401/0,01022 = 0,39277P(Liso|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00027/0,01022 = 0,02619";0.026187514033286768;0.5810441654060619;0.39276832056065136;0.0
284;"Norte";"Deck Salva Vidas";"Vento Moderado";"Encrespado";"2020-03-27 12:00:00";"P(Encrespado|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00594/0,01022 = 0,58104P(Muito Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00000/0,01022 = 0,00000P(Mexido|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00401/0,01022 = 0,39277P(Liso|<Deck Salva Vidas, Nordeste, Vento Fresco>) = 0,00027/0,01022 = 0,02619";0.026187514033286768;0.5810441654060619;0.39276832056065136;0.0
