idhourforecast,iddayforecast,time,temperature,windspeed,winddirdegree,preciptation,humidity,pressure,cloundover,heatIndex,dewpoint,windchill,windgust,feelslike,sigheight,swellheight,swelldir,period,watertemp
3752,469,1800,24,9,52,0,74,1012,11,26,19,24,13,26,0.8,0.8,70,7.8,25
3753,469,1900,23,9,39,0,77,1013,28,25,19,23,13,25,0.8,0.8,70,7.9,25
3754,469,2000,22,8,27,0,80,1014,45,25,19,22,13,25,0.8,0.8,70,7.9,25
3755,469,2100,22,8,14,0,83,1014,63,24,19,22,14,22,0.8,0.8,70,8,25
3756,469,2200,21,7,118,0,85,1015,64,23,19,21,12,21,0.8,0.8,70,8.1,25
3757,469,2300,21,6,223,0.1,86,1015,66,22,19,21,10,21,0.8,0.8,70,8.1,25
3758,470,0,21,3,244,0.2,86,1016,69,21,18,21,4,21,0.7,0.7,70,8,25
3759,470,100,20,3,247,0.3,88,1015,68,20,18,20,6,20,0.7,0.7,70,8,25
3760,470,200,20,4,251,0.5,89,1015,67,20,18,20,7,20,0.7,0.7,70,7.9,25
3761,470,300,20,5,254,0.6,91,1014,66,20,18,20,8,20,0.7,0.7,70,7.9,25
3762,470,400,20,4,256,0.4,90,1014,67,20,18,20,8,20,0.7,0.7,73,7.9,25
3763,470,500,20,4,259,0.3,90,1014,67,20,18,20,7,20,0.7,0.7,77,7.8,25
3764,470,600,20,4,261,0.1,90,1014,67,20,18,20,7,20,0.7,0.7,80,7.8,25
3765,470,700,21,4,269,0.1,86,1015,63,21,18,21,6,21,0.7,0.7,80,7.8,25
3766,470,800,22,4,276,0.2,82,1015,58,23,18,22,5,22,0.7,0.7,80,7.7,25
3767,470,900,23,4,284,0.2,78,1015,53,25,19,23,4,25,0.7,0.7,80,7.7,25
3768,470,1000,24,6,209,0.2,72,1015,42,26,18,24,7,26,0.7,0.7,80,7.7,25
3769,470,1100,25,8,135,0.2,67,1015,31,26,18,25,9,26,0.8,0.8,80,7.7,25
3770,470,1200,26,10,60,0.2,61,1015,70,27,18,26,12,27,0.8,0.8,80,7.7,25
3771,470,1300,26,12,61,0.2,62,1014,15,27,18,26,14,27,0.8,0.8,77,7.7,25
3772,470,1400,25,14,62,0.2,62,1014,11,27,18,25,16,27,0.8,0.8,73,7.8,25
3773,470,1500,25,16,63,0.2,63,1013,80,27,18,25,18,27,0.8,0.8,70,7.8,25
3774,470,1600,25,14,59,0.1,67,1013,8,26,18,25,17,26,0.8,0.8,70,7.8,25
3775,470,1700,24,11,55,0.1,70,1013,9,26,18,24,15,26,0.8,0.8,70,7.8,25
3776,470,1800,24,9,52,0,74,1012,11,26,19,24,13,26,0.8,0.8,70,7.8,25
3777,470,1900,23,9,39,0,77,1013,28,25,19,23,13,25,0.8,0.8,70,7.9,25
3778,470,2000,22,8,27,0,80,1014,45,25,19,22,13,25,0.8,0.8,70,7.9,25
3779,470,2100,22,8,14,0,83,1014,63,24,19,22,14,22,0.8,0.8,70,8,25
3780,470,2200,21,7,118,0,85,1015,64,23,19,21,12,21,0.8,0.8,70,8.1,25
3781,470,2300,21,6,223,0.1,86,1015,66,22,19,21,10,21,0.8,0.8,70,8.1,25
3782,471,0,21,3,244,0.2,86,1016,69,21,18,21,4,21,0.7,0.7,70,8,25
3783,471,100,20,3,247,0.3,88,1015,68,20,18,20,6,20,0.7,0.7,70,8,25
3784,471,200,20,4,251,0.5,89,1015,67,20,18,20,7,20,0.7,0.7,70,7.9,25
3785,471,300,20,5,254,0.6,91,1014,66,20,18,20,8,20,0.7,0.7,70,7.9,25
3786,471,400,20,4,256,0.4,90,1014,67,20,18,20,8,20,0.7,0.7,73,7.9,25
3787,471,500,20,4,259,0.3,90,1014,67,20,18,20,7,20,0.7,0.7,77,7.8,25
3788,471,600,20,4,261,0.1,90,1014,67,20,18,20,7,20,0.7,0.7,80,7.8,25
3789,471,700,21,4,269,0.1,86,1015,63,21,18,21,6,21,0.7,0.7,80,7.8,25
3790,471,800,22,4,276,0.2,82,1015,58,23,18,22,5,22,0.7,0.7,80,7.7,25
3791,471,900,23,4,284,0.2,78,1015,53,25,19,23,4,25,0.7,0.7,80,7.7,25
3792,471,1000,24,6,209,0.2,72,1015,42,26,18,24,7,26,0.7,0.7,80,7.7,25
3793,471,1100,25,8,135,0.2,67,1015,31,26,18,25,9,26,0.8,0.8,80,7.7,25
3794,471,1200,26,10,60,0.2,61,1015,70,27,18,26,12,27,0.8,0.8,80,7.7,25
3795,471,1300,26,12,61,0.2,62,1014,15,27,18,26,14,27,0.8,0.8,77,7.7,25
3796,471,1400,25,14,62,0.2,62,1014,11,27,18,25,16,27,0.8,0.8,73,7.8,25
3797,471,1500,25,16,63,0.2,63,1013,80,27,18,25,18,27,0.8,0.8,70,7.8,25
3798,471,1600,25,14,59,0.1,67,1013,8,26,18,25,17,26,0.8,0.8,70,7.8,25
3799,471,1700,24,11,55,0.1,70,1013,9,26,18,24,15,26,0.8,0.8,70,7.8,25
3800,471,1800,24,9,52,0,74,1012,11,26,19,24,13,26,0.8,0.8,70,7.8,25
3801,471,1900,23,9,39,0,77,1013,28,25,19,23,13,25,0.8,0.8,70,7.9,25
3802,471,2000,22,8,27,0,80,1014,45,25,19,22,13,25,0.8,0.8,70,7.9,25
3803,471,2100,22,8,14,0,83,1014,63,24,19,22,14,22,0.8,0.8,70,8,25
3804,471,2200,21,7,118,0,85,1015,64,23,19,21,12,21,0.8,0.8,70,8.1,25
3805,471,2300,21,6,223,0.1,86,1015,66,22,19,21,10,21,0.8,0.8,70,8.1,25
3806,472,0,21,3,244,0.2,86,1016,69,21,18,21,4,21,0.7,0.7,70,8,25
3807,472,100,20,3,247,0.3,88,1015,68,20,18,20,6,20,0.7,0.7,70,8,25
3808,472,200,20,4,251,0.5,89,1015,67,20,18,20,7,20,0.7,0.7,70,7.9,25
3809,472,300,20,5,254,0.6,91,1014,66,20,18,20,8,20,0.7,0.7,70,7.9,25
3810,472,400,20,4,256,0.4,90,1014,67,20,18,20,8,20,0.7,0.7,73,7.9,25
3811,472,500,20,4,259,0.3,90,1014,67,20,18,20,7,20,0.7,0.7,77,7.8,25
3812,472,600,20,4,261,0.1,90,1014,67,20,18,20,7,20,0.7,0.7,80,7.8,25
3813,472,700,21,4,269,0.1,86,1015,63,21,18,21,6,21,0.7,0.7,80,7.8,25
3814,472,800,22,4,276,0.2,82,1015,58,23,18,22,5,22,0.7,0.7,80,7.7,25
3815,472,900,23,4,284,0.2,78,1015,53,25,19,23,4,25,0.7,0.7,80,7.7,25
3816,472,1000,24,6,209,0.2,72,1015,42,26,18,24,7,26,0.7,0.7,80,7.7,25
3817,472,1100,25,8,135,0.2,67,1015,31,26,18,25,9,26,0.8,0.8,80,7.7,25
3818,472,1200,26,10,60,0.2,61,1015,70,27,18,26,12,27,0.8,0.8,80,7.7,25
3819,472,1300,26,12,61,0.2,62,1014,15,27,18,26,14,27,0.8,0.8,77,7.7,25
3820,472,1400,25,14,62,0.2,62,1014,11,27,18,25,16,27,0.8,0.8,73,7.8,25
3821,472,1500,25,16,63,0.2,63,1013,80,27,18,25,18,27,0.8,0.8,70,7.8,25
3822,472,1600,25,14,59,0.1,67,1013,8,26,18,25,17,26,0.8,0.8,70,7.8,25
3823,472,1700,24,11,55,0.1,70,1013,9,26,18,24,15,26,0.8,0.8,70,7.8,25
3824,472,1800,24,9,52,0,74,1012,11,26,19,24,13,26,0.8,0.8,70,7.8,25
3825,472,1900,23,9,39,0,77,1013,28,25,19,23,13,25,0.8,0.8,70,7.9,25
3826,472,2000,22,8,27,0,80,1014,45,25,19,22,13,25,0.8,0.8,70,7.9,25
3827,472,2100,22,8,14,0,83,1014,63,24,19,22,14,22,0.8,0.8,70,8,25
3828,472,2200,21,7,118,0,85,1015,64,23,19,21,12,21,0.8,0.8,70,8.1,25
3829,472,2300,21,6,223,0.1,86,1015,66,22,19,21,10,21,0.8,0.8,70,8.1,25
3830,473,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
3831,473,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
3832,473,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
3833,473,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
3834,473,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
3835,473,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
3836,473,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
3837,473,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
3838,473,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
3839,473,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
3840,473,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
3841,473,1100,25,15,137,0,67,1015,1,27,18,25,17,27,0.8,0.8,70,8.3,25
3842,473,1200,26,18,33,0,65,1015,0,27,19,26,20,27,0.8,0.8,70,8.3,25
3843,473,1300,26,18,34,0,66,1014,1,27,19,26,21,27,0.8,0.8,67,8.3,25
3844,473,1400,26,19,34,0,68,1013,2,27,19,26,22,27,0.8,0.8,63,8.3,25
3845,473,1500,25,20,35,0,69,1013,3,27,19,25,23,27,0.8,0.8,60,8.3,25
3846,473,1600,25,18,32,0,72,1013,9,27,20,25,22,27,0.8,0.8,60,8.3,25
3847,473,1700,25,16,29,0,75,1013,14,26,20,25,21,26,0.9,0.8,60,8.2,25
3848,473,1800,24,14,26,0,78,1013,20,26,20,24,20,26,0.9,0.8,60,8.2,25
3849,473,1900,24,13,20,0,80,1013,31,26,20,24,19,26,0.9,0.8,60,8.3,25
3850,473,2000,23,13,14,0,82,1014,41,25,20,23,19,25,1,0.8,60,8.3,25
3851,473,2100,23,12,8,0,84,1015,51,25,20,23,18,25,1,0.8,60,8.4,25
3852,473,2200,23,12,125,0,83,1015,63,25,20,23,19,25,1,0.8,60,8.6,25
3853,473,2300,23,12,241,0,83,1016,74,25,20,23,19,25,0.9,0.8,60,8.8,25
3854,474,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
3855,474,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
3856,474,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
3857,474,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
3858,474,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
3859,474,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
3860,474,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
3861,474,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
3862,474,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
3863,474,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
3864,474,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
3865,474,1100,25,15,137,0,67,1015,1,27,18,25,17,27,0.8,0.8,70,8.3,25
3866,474,1200,26,18,33,0,65,1015,0,27,19,26,20,27,0.8,0.8,70,8.3,25
3867,474,1300,26,18,34,0,66,1014,1,27,19,26,21,27,0.8,0.8,67,8.3,25
3868,474,1400,26,19,34,0,68,1013,2,27,19,26,22,27,0.8,0.8,63,8.3,25
3869,474,1500,25,20,35,0,69,1013,3,27,19,25,23,27,0.8,0.8,60,8.3,25
3870,474,1600,25,18,32,0,72,1013,9,27,20,25,22,27,0.8,0.8,60,8.3,25
3871,474,1700,25,16,29,0,75,1013,14,26,20,25,21,26,0.9,0.8,60,8.2,25
3872,474,1800,24,14,26,0,78,1013,20,26,20,24,20,26,0.9,0.8,60,8.2,25
3873,474,1900,24,13,20,0,80,1013,31,26,20,24,19,26,0.9,0.8,60,8.3,25
3874,474,2000,23,13,14,0,82,1014,41,25,20,23,19,25,1,0.8,60,8.3,25
3875,474,2100,23,12,8,0,84,1015,51,25,20,23,18,25,1,0.8,60,8.4,25
3876,474,2200,23,12,125,0,83,1015,63,25,20,23,19,25,1,0.8,60,8.6,25
3877,474,2300,23,12,241,0,83,1016,74,25,20,23,19,25,0.9,0.8,60,8.8,25
3878,475,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
3879,475,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
3880,475,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
3881,475,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
3882,475,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
3883,475,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
3884,475,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
3885,475,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
3886,475,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
3887,475,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
3888,475,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
3889,475,1100,25,15,137,0,67,1015,1,27,18,25,17,27,0.8,0.8,70,8.3,25
3890,475,1200,26,18,33,0,65,1015,0,27,19,26,20,27,0.8,0.8,70,8.3,25
3891,475,1300,26,18,34,0,66,1014,1,27,19,26,21,27,0.8,0.8,67,8.3,25
3892,475,1400,26,19,34,0,68,1013,2,27,19,26,22,27,0.8,0.8,63,8.3,25
3893,475,1500,25,20,35,0,69,1013,3,27,19,25,23,27,0.8,0.8,60,8.3,25
3894,475,1600,25,18,32,0,72,1013,9,27,20,25,22,27,0.8,0.8,60,8.3,25
3895,475,1700,25,16,29,0,75,1013,14,26,20,25,21,26,0.9,0.8,60,8.2,25
3896,475,1800,24,14,26,0,78,1013,20,26,20,24,20,26,0.9,0.8,60,8.2,25
3897,475,1900,24,13,20,0,80,1013,31,26,20,24,19,26,0.9,0.8,60,8.3,25
3898,475,2000,23,13,14,0,82,1014,41,25,20,23,19,25,1,0.8,60,8.3,25
3899,475,2100,23,12,8,0,84,1015,51,25,20,23,18,25,1,0.8,60,8.4,25
3900,475,2200,23,12,125,0,83,1015,63,25,20,23,19,25,1,0.8,60,8.6,25
3901,475,2300,23,12,241,0,83,1016,74,25,20,23,19,25,0.9,0.8,60,8.8,25
3902,476,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
3903,476,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
3904,476,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
3905,476,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
3906,476,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
3907,476,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
3908,476,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
3909,476,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
3910,476,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
3911,476,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
3912,476,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
3913,476,1100,25,15,137,0,67,1015,1,27,18,25,17,27,0.8,0.8,70,8.3,25
3914,476,1200,26,18,33,0,65,1015,0,27,19,26,20,27,0.8,0.8,70,8.3,25
3915,476,1300,26,18,34,0,66,1014,1,27,19,26,21,27,0.8,0.8,67,8.3,25
3916,476,1400,26,19,34,0,68,1013,2,27,19,26,22,27,0.8,0.8,63,8.3,25
3917,476,1500,25,20,35,0,69,1013,3,27,19,25,23,27,0.8,0.8,60,8.3,25
3918,476,1600,25,18,32,0,72,1013,9,27,20,25,22,27,0.8,0.8,60,8.3,25
3919,476,1700,25,16,29,0,75,1013,14,26,20,25,21,26,0.9,0.8,60,8.2,25
3920,476,1800,24,14,26,0,78,1013,20,26,20,24,20,26,0.9,0.8,60,8.2,25
3921,476,1900,24,13,20,0,80,1013,31,26,20,24,19,26,0.9,0.8,60,8.3,25
3922,476,2000,23,13,14,0,82,1014,41,25,20,23,19,25,1,0.8,60,8.3,25
3923,476,2100,23,12,8,0,84,1015,51,25,20,23,18,25,1,0.8,60,8.4,25
3924,476,2200,23,12,125,0,83,1015,63,25,20,23,19,25,1,0.8,60,8.6,25
3925,476,2300,23,12,241,0,83,1016,74,25,20,23,19,25,0.9,0.8,60,8.8,25
3926,477,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
3927,477,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
3928,477,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
3929,477,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
3930,477,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
3931,477,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
3932,477,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
3933,477,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
3934,477,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
3935,477,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
3936,477,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
3937,477,1100,25,15,137,0,67,1015,1,27,18,25,17,27,0.8,0.8,70,8.3,25
3938,477,1200,26,18,33,0,65,1015,0,27,19,26,20,27,0.8,0.8,70,8.3,25
3939,477,1300,26,18,34,0,66,1014,1,27,19,26,21,27,0.8,0.8,67,8.3,25
3940,477,1400,26,19,34,0,68,1013,2,27,19,26,22,27,0.8,0.8,63,8.3,25
3941,477,1500,25,20,35,0,69,1013,3,27,19,25,23,27,0.8,0.8,60,8.3,25
3942,477,1600,25,18,32,0,72,1013,9,27,20,25,22,27,0.8,0.8,60,8.3,25
3943,477,1700,25,16,29,0,75,1013,14,26,20,25,21,26,0.9,0.8,60,8.2,25
3944,477,1800,24,14,26,0,78,1013,20,26,20,24,20,26,0.9,0.8,60,8.2,25
3945,477,1900,24,13,20,0,80,1013,31,26,20,24,19,26,0.9,0.8,60,8.3,25
3946,477,2000,23,13,14,0,82,1014,41,25,20,23,19,25,1,0.8,60,8.3,25
3947,477,2100,23,12,8,0,84,1015,51,25,20,23,18,25,1,0.8,60,8.4,25
3948,477,2200,23,12,125,0,83,1015,63,25,20,23,19,25,1,0.8,60,8.6,25
3949,477,2300,23,12,241,0,83,1016,74,25,20,23,19,25,0.9,0.8,60,8.8,25
3950,478,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
3951,478,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
3952,478,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
3953,478,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
3954,478,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
3955,478,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
3956,478,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
3957,478,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
3958,478,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
3959,478,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
3960,478,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
3961,478,1100,25,15,137,0,67,1015,1,27,18,25,17,27,0.8,0.8,70,8.3,25
3962,478,1200,26,18,33,0,65,1015,0,27,19,26,20,27,0.8,0.8,70,8.3,25
3963,478,1300,26,18,34,0,66,1014,1,27,19,26,21,27,0.8,0.8,67,8.3,25
3964,478,1400,26,19,34,0,68,1013,2,27,19,26,22,27,0.8,0.8,63,8.3,25
3965,478,1500,25,20,35,0,69,1013,3,27,19,25,23,27,0.8,0.8,60,8.3,25
3966,478,1600,25,18,32,0,72,1013,9,27,20,25,22,27,0.8,0.8,60,8.3,25
3967,478,1700,25,16,29,0,75,1013,14,26,20,25,21,26,0.9,0.8,60,8.2,25
3968,478,1800,24,14,26,0,78,1013,20,26,20,24,20,26,0.9,0.8,60,8.2,25
3969,478,1900,24,13,20,0,80,1013,31,26,20,24,19,26,0.9,0.8,60,8.3,25
3970,478,2000,23,13,14,0,82,1014,41,25,20,23,19,25,1,0.8,60,8.3,25
3971,478,2100,23,12,8,0,84,1015,51,25,20,23,18,25,1,0.8,60,8.4,25
3972,478,2200,23,12,125,0,83,1015,63,25,20,23,19,25,1,0.8,60,8.6,25
3973,478,2300,23,12,241,0,83,1016,74,25,20,23,19,25,0.9,0.8,60,8.8,25
3974,479,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
3975,479,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
3976,479,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
3977,479,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
3978,479,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
3979,479,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
3980,479,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
3981,479,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
3982,479,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
3983,479,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
3984,479,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
3985,479,1100,25,15,137,0,67,1015,1,27,18,25,17,27,0.8,0.8,70,8.3,25
3986,479,1200,26,18,33,0,65,1015,0,27,19,26,20,27,0.8,0.8,70,8.3,25
3987,479,1300,26,18,34,0,66,1014,1,27,19,26,21,27,0.8,0.8,67,8.3,25
3988,479,1400,26,19,34,0,68,1013,2,27,19,26,22,27,0.8,0.8,63,8.3,25
3989,479,1500,25,20,35,0,69,1013,3,27,19,25,23,27,0.8,0.8,60,8.3,25
3990,479,1600,25,18,32,0,72,1013,9,27,20,25,22,27,0.8,0.8,60,8.3,25
3991,479,1700,25,16,29,0,75,1013,14,26,20,25,21,26,0.9,0.8,60,8.2,25
3992,479,1800,24,14,26,0,78,1013,20,26,20,24,20,26,0.9,0.8,60,8.2,25
3993,479,1900,24,13,20,0,80,1013,31,26,20,24,19,26,0.9,0.8,60,8.3,25
3994,479,2000,23,13,14,0,82,1014,41,25,20,23,19,25,1,0.8,60,8.3,25
3995,479,2100,23,12,8,0,84,1015,51,25,20,23,18,25,1,0.8,60,8.4,25
3996,479,2200,23,12,125,0,83,1015,63,25,20,23,19,25,1,0.8,60,8.6,25
3997,479,2300,23,12,241,0,83,1016,74,25,20,23,19,25,0.9,0.8,60,8.8,25
3998,480,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
3999,480,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
4000,480,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
4001,480,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
4002,480,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
4003,480,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
4004,480,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
4005,480,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
4006,480,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
4007,480,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
4008,480,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
4009,480,1100,25,15,137,0,67,1015,1,27,18,25,17,27,0.8,0.8,70,8.3,25
4010,480,1200,26,18,33,0,65,1015,0,27,19,26,20,27,0.8,0.8,70,8.3,25
4011,480,1300,26,18,34,0,66,1014,1,27,19,26,21,27,0.8,0.8,67,8.3,25
4012,480,1400,26,19,34,0,68,1013,2,27,19,26,22,27,0.8,0.8,63,8.3,25
4013,480,1500,25,20,35,0,69,1013,3,27,19,25,23,27,0.8,0.8,60,8.3,25
4014,480,1600,25,18,32,0,72,1013,9,27,20,25,22,27,0.8,0.8,60,8.3,25
4015,480,1700,25,16,29,0,75,1013,14,26,20,25,21,26,0.9,0.8,60,8.2,25
4016,480,1800,24,14,26,0,78,1013,20,26,20,24,20,26,0.9,0.8,60,8.2,25
4017,480,1900,24,13,20,0,80,1013,31,26,20,24,19,26,0.9,0.8,60,8.3,25
4018,480,2000,23,13,14,0,82,1014,41,25,20,23,19,25,1,0.8,60,8.3,25
4019,480,2100,23,12,8,0,84,1015,51,25,20,23,18,25,1,0.8,60,8.4,25
4020,480,2200,23,12,125,0,83,1015,63,25,20,23,19,25,1,0.8,60,8.6,25
4021,480,2300,23,12,241,0,83,1016,74,25,20,23,19,25,0.9,0.8,60,8.8,25
4022,481,0,21,5,327,0.1,87,1015,67,21,19,21,9,21,0.8,0.8,70,8.2,25
4023,481,100,21,5,320,0.2,88,1015,72,21,19,21,8,21,0.8,0.8,70,8.2,25
4024,481,200,21,5,314,0.3,88,1014,77,21,19,21,8,21,0.8,0.7,70,8.3,25
4025,481,300,20,4,307,0.4,89,1014,81,20,19,20,7,20,0.8,0.7,70,8.3,25
4026,481,400,20,5,314,0.3,89,1014,65,20,19,20,8,20,0.8,0.7,70,8.3,25
4027,481,500,20,5,321,0.2,89,1014,48,20,18,20,9,20,0.8,0.7,70,8.2,25
4028,481,600,20,5,328,0.1,89,1014,70,20,18,20,9,20,0.8,0.7,70,8.2,25
4029,481,700,21,6,333,0.1,83,1014,22,22,18,21,10,21,0.8,0.7,70,8.2,25
4030,481,800,23,8,338,0.1,77,1015,12,24,18,23,10,24,0.8,0.8,70,8.3,25
4031,481,900,24,9,343,0.1,71,1015,80,26,18,24,11,26,0.8,0.8,70,8.3,25
4032,481,1000,24,12,240,0.1,69,1015,2,26,18,24,14,26,0.8,0.8,70,8.3,25
