idhourforecast,iddayforecast,time,temperature,windspeed,winddirdegree,preciptation,humidity,pressure,cloundover,heatIndex,dewpoint,windchill,windgust,feelslike,sigheight,swellheight,swelldir,period,watertemp
12421,830,2300,20,22,167,0.2,79,1017,93,20,16,20,36,20,0.9,0.8,50,7.5,23
12422,831,0,22,13,358,0,83,1016,27,24,19,22,13,22,1,0.9,50,7.8,23
12423,831,100,21,11,349,0,84,1015,25,23,19,21,12,21,1,0.9,50,7.8,23
12424,831,200,21,9,340,0,86,1015,24,22,19,21,12,21,0.9,0.9,50,7.7,23
12425,831,300,21,8,332,0,88,1015,23,21,19,21,10,21,0.9,0.9,50,7.7,23
12426,831,400,20,7,304,0,89,1015,45,20,19,20,10,20,0.9,0.9,50,7.7,23
12427,831,500,20,6,276,0,90,1015,68,20,19,20,10,20,0.8,0.8,50,7.6,23
12428,831,600,20,6,249,0,91,1015,90,20,19,20,10,20,0.8,0.8,50,7.6,23
12429,831,700,21,9,233,0,87,1016,85,22,19,21,15,21,0.8,0.8,50,7.6,23
12430,831,800,22,12,218,0,83,1016,80,23,18,22,21,22,0.8,0.8,50,7.6,23
12431,831,900,22,15,203,0,79,1017,75,25,18,22,26,25,0.8,0.8,50,7.6,23
12432,831,1000,23,16,197,0,75,1017,72,25,18,23,29,25,0.8,0.8,50,7.6,23
12433,831,1100,24,17,191,0,71,1017,69,26,18,24,33,26,0.8,0.8,50,7.5,23
12434,831,1200,25,18,185,0,67,1016,66,26,18,25,36,26,0.8,0.8,50,7.5,23
12435,831,1300,24,17,174,0,69,1016,64,26,18,24,29,26,0.8,0.8,50,7.5,23
12436,831,1400,24,15,164,0,71,1015,61,26,18,24,21,26,0.8,0.7,50,7.5,23
12437,831,1500,23,14,153,0,73,1015,59,25,18,23,16,25,0.8,0.7,50,7.5,23
12438,831,1600,23,17,148,0,74,1015,71,25,18,23,24,25,0.8,0.7,50,7.5,23
12439,831,1700,22,19,144,0,75,1015,83,25,17,22,33,22,0.9,0.7,50,7.5,23
12440,831,1800,21,22,139,0,77,1016,95,24,17,21,43,21,0.9,0.7,50,7.5,23
12441,831,1900,21,22,145,0.1,77,1016,91,23,17,21,43,21,0.9,0.7,50,7.5,23
12442,831,2000,20,22,152,0.2,77,1017,87,21,16,20,44,20,0.9,0.8,50,7.5,23
12443,831,2100,20,22,158,0.3,78,1017,84,20,16,20,44,20,0.9,0.8,50,7.5,23
12444,831,2200,20,22,162,0.2,79,1017,88,20,16,20,40,20,0.9,0.8,50,7.5,23
12445,831,2300,20,22,167,0.2,79,1017,93,20,16,20,36,20,0.9,0.8,50,7.5,23
12446,832,0,22,13,358,0,83,1016,27,24,19,22,13,22,1,0.9,50,7.8,23
12447,832,100,21,11,349,0,84,1015,25,23,19,21,12,21,1,0.9,50,7.8,23
12448,832,200,21,9,340,0,86,1015,24,22,19,21,12,21,0.9,0.9,50,7.7,23
12449,832,300,21,8,332,0,88,1015,23,21,19,21,10,21,0.9,0.9,50,7.7,23
12450,832,400,20,7,304,0,89,1015,45,20,19,20,10,20,0.9,0.9,50,7.7,23
12451,832,500,20,6,276,0,90,1015,68,20,19,20,10,20,0.8,0.8,50,7.6,23
12452,832,600,20,6,249,0,91,1015,90,20,19,20,10,20,0.8,0.8,50,7.6,23
12453,832,700,21,9,233,0,87,1016,85,22,19,21,15,21,0.8,0.8,50,7.6,23
12454,832,800,22,12,218,0,83,1016,80,23,18,22,21,22,0.8,0.8,50,7.6,23
12455,832,900,22,15,203,0,79,1017,75,25,18,22,26,25,0.8,0.8,50,7.6,23
12456,832,1000,23,16,197,0,75,1017,72,25,18,23,29,25,0.8,0.8,50,7.6,23
12457,832,1100,24,17,191,0,71,1017,69,26,18,24,33,26,0.8,0.8,50,7.5,23
12458,832,1200,25,18,185,0,67,1016,66,26,18,25,36,26,0.8,0.8,50,7.5,23
12459,832,1300,24,17,174,0,69,1016,64,26,18,24,29,26,0.8,0.8,50,7.5,23
12460,832,1400,24,15,164,0,71,1015,61,26,18,24,21,26,0.8,0.7,50,7.5,23
12461,832,1500,23,14,153,0,73,1015,59,25,18,23,16,25,0.8,0.7,50,7.5,23
12462,832,1600,23,17,148,0,74,1015,71,25,18,23,24,25,0.8,0.7,50,7.5,23
12463,832,1700,22,19,144,0,75,1015,83,25,17,22,33,22,0.9,0.7,50,7.5,23
12464,832,1800,21,22,139,0,77,1016,95,24,17,21,43,21,0.9,0.7,50,7.5,23
12465,832,1900,21,22,145,0.1,77,1016,91,23,17,21,43,21,0.9,0.7,50,7.5,23
12466,832,2000,20,22,152,0.2,77,1017,87,21,16,20,44,20,0.9,0.8,50,7.5,23
12467,832,2100,20,22,158,0.3,78,1017,84,20,16,20,44,20,0.9,0.8,50,7.5,23
12468,832,2200,20,22,162,0.2,79,1017,88,20,16,20,40,20,0.9,0.8,50,7.5,23
12469,832,2300,20,22,167,0.2,79,1017,93,20,16,20,36,20,0.9,0.8,50,7.5,23
12470,833,0,22,13,358,0,83,1016,27,24,19,22,13,22,1,0.9,50,7.8,23
12471,833,100,21,11,349,0,84,1015,25,23,19,21,12,21,1,0.9,50,7.8,23
12472,833,200,21,9,340,0,86,1015,24,22,19,21,12,21,0.9,0.9,50,7.7,23
12473,833,300,21,8,332,0,88,1015,23,21,19,21,10,21,0.9,0.9,50,7.7,23
12474,833,400,20,7,304,0,89,1015,45,20,19,20,10,20,0.9,0.9,50,7.7,23
12475,833,500,20,6,276,0,90,1015,68,20,19,20,10,20,0.8,0.8,50,7.6,23
12476,833,600,20,6,249,0,91,1015,90,20,19,20,10,20,0.8,0.8,50,7.6,23
12477,833,700,21,9,233,0,87,1016,85,22,19,21,15,21,0.8,0.8,50,7.6,23
12478,833,800,22,12,218,0,83,1016,80,23,18,22,21,22,0.8,0.8,50,7.6,23
12479,833,900,22,15,203,0,79,1017,75,25,18,22,26,25,0.8,0.8,50,7.6,23
12480,833,1000,23,16,197,0,75,1017,72,25,18,23,29,25,0.8,0.8,50,7.6,23
12481,833,1100,24,17,191,0,71,1017,69,26,18,24,33,26,0.8,0.8,50,7.5,23
12482,833,1200,25,18,185,0,67,1016,66,26,18,25,36,26,0.8,0.8,50,7.5,23
12483,833,1300,24,17,174,0,69,1016,64,26,18,24,29,26,0.8,0.8,50,7.5,23
12484,833,1400,24,15,164,0,71,1015,61,26,18,24,21,26,0.8,0.7,50,7.5,23
12485,833,1500,23,14,153,0,73,1015,59,25,18,23,16,25,0.8,0.7,50,7.5,23
12486,833,1600,23,17,148,0,74,1015,71,25,18,23,24,25,0.8,0.7,50,7.5,23
12487,833,1700,22,19,144,0,75,1015,83,25,17,22,33,22,0.9,0.7,50,7.5,23
12488,833,1800,21,22,139,0,77,1016,95,24,17,21,43,21,0.9,0.7,50,7.5,23
12489,833,1900,21,22,145,0.1,77,1016,91,23,17,21,43,21,0.9,0.7,50,7.5,23
12490,833,2000,20,22,152,0.2,77,1017,87,21,16,20,44,20,0.9,0.8,50,7.5,23
12491,833,2100,20,22,158,0.3,78,1017,84,20,16,20,44,20,0.9,0.8,50,7.5,23
12492,833,2200,20,22,162,0.2,79,1017,88,20,16,20,40,20,0.9,0.8,50,7.5,23
12493,833,2300,20,22,167,0.2,79,1017,93,20,16,20,36,20,0.9,0.8,50,7.5,23
12494,834,0,22,13,358,0,83,1016,27,24,19,22,13,22,1,0.9,50,7.8,23
12495,834,100,21,11,349,0,84,1015,25,23,19,21,12,21,1,0.9,50,7.8,23
12496,834,200,21,9,340,0,86,1015,24,22,19,21,12,21,0.9,0.9,50,7.7,23
12497,834,300,21,8,332,0,88,1015,23,21,19,21,10,21,0.9,0.9,50,7.7,23
12498,834,400,20,7,304,0,89,1015,45,20,19,20,10,20,0.9,0.9,50,7.7,23
12499,834,500,20,6,276,0,90,1015,68,20,19,20,10,20,0.8,0.8,50,7.6,23
12500,834,600,20,6,249,0,91,1015,90,20,19,20,10,20,0.8,0.8,50,7.6,23
12501,834,700,21,9,233,0,87,1016,85,22,19,21,15,21,0.8,0.8,50,7.6,23
12502,834,800,22,12,218,0,83,1016,80,23,18,22,21,22,0.8,0.8,50,7.6,23
12503,834,900,22,15,203,0,79,1017,75,25,18,22,26,25,0.8,0.8,50,7.6,23
12504,834,1000,23,16,197,0,75,1017,72,25,18,23,29,25,0.8,0.8,50,7.6,23
12505,834,1100,24,17,191,0,71,1017,69,26,18,24,33,26,0.8,0.8,50,7.5,23
12506,834,1200,25,18,185,0,67,1016,66,26,18,25,36,26,0.8,0.8,50,7.5,23
12507,834,1300,24,17,174,0,69,1016,64,26,18,24,29,26,0.8,0.8,50,7.5,23
12508,834,1400,24,15,164,0,71,1015,61,26,18,24,21,26,0.8,0.7,50,7.5,23
12509,834,1500,23,14,153,0,73,1015,59,25,18,23,16,25,0.8,0.7,50,7.5,23
12510,834,1600,23,17,148,0,74,1015,71,25,18,23,24,25,0.8,0.7,50,7.5,23
12511,834,1700,22,19,144,0,75,1015,83,25,17,22,33,22,0.9,0.7,50,7.5,23
12512,834,1800,21,22,139,0,77,1016,95,24,17,21,43,21,0.9,0.7,50,7.5,23
12513,834,1900,21,22,145,0.1,77,1016,91,23,17,21,43,21,0.9,0.7,50,7.5,23
12514,834,2000,20,22,152,0.2,77,1017,87,21,16,20,44,20,0.9,0.8,50,7.5,23
12515,834,2100,20,22,158,0.3,78,1017,84,20,16,20,44,20,0.9,0.8,50,7.5,23
12516,834,2200,20,22,162,0.2,79,1017,88,20,16,20,40,20,0.9,0.8,50,7.5,23
12517,834,2300,20,22,167,0.2,79,1017,93,20,16,20,36,20,0.9,0.8,50,7.5,23
12518,835,0,22,13,358,0,83,1016,27,24,19,22,13,22,1,0.9,50,7.8,23
12519,835,100,21,11,349,0,84,1015,25,23,19,21,12,21,1,0.9,50,7.8,23
12520,835,200,21,9,340,0,86,1015,24,22,19,21,12,21,0.9,0.9,50,7.7,23
12521,835,300,21,8,332,0,88,1015,23,21,19,21,10,21,0.9,0.9,50,7.7,23
12522,835,400,20,7,304,0,89,1015,45,20,19,20,10,20,0.9,0.9,50,7.7,23
12523,835,500,20,6,276,0,90,1015,68,20,19,20,10,20,0.8,0.8,50,7.6,23
12524,835,600,20,6,249,0,91,1015,90,20,19,20,10,20,0.8,0.8,50,7.6,23
12525,835,700,21,9,233,0,87,1016,85,22,19,21,15,21,0.8,0.8,50,7.6,23
12526,835,800,22,12,218,0,83,1016,80,23,18,22,21,22,0.8,0.8,50,7.6,23
12527,835,900,22,15,203,0,79,1017,75,25,18,22,26,25,0.8,0.8,50,7.6,23
12528,835,1000,23,16,197,0,75,1017,72,25,18,23,29,25,0.8,0.8,50,7.6,23
12529,835,1100,24,17,191,0,71,1017,69,26,18,24,33,26,0.8,0.8,50,7.5,23
12530,835,1200,25,18,185,0,67,1016,66,26,18,25,36,26,0.8,0.8,50,7.5,23
12531,835,1300,24,17,174,0,69,1016,64,26,18,24,29,26,0.8,0.8,50,7.5,23
12532,835,1400,24,15,164,0,71,1015,61,26,18,24,21,26,0.8,0.7,50,7.5,23
12533,835,1500,23,14,153,0,73,1015,59,25,18,23,16,25,0.8,0.7,50,7.5,23
12534,835,1600,23,17,148,0,74,1015,71,25,18,23,24,25,0.8,0.7,50,7.5,23
12535,835,1700,22,19,144,0,75,1015,83,25,17,22,33,22,0.9,0.7,50,7.5,23
12536,835,1800,21,22,139,0,77,1016,95,24,17,21,43,21,0.9,0.7,50,7.5,23
12537,835,1900,21,22,145,0.1,77,1016,91,23,17,21,43,21,0.9,0.7,50,7.5,23
12538,835,2000,20,22,152,0.2,77,1017,87,21,16,20,44,20,0.9,0.8,50,7.5,23
12539,835,2100,20,22,158,0.3,78,1017,84,20,16,20,44,20,0.9,0.8,50,7.5,23
12540,835,2200,20,22,162,0.2,79,1017,88,20,16,20,40,20,0.9,0.8,50,7.5,23
12541,835,2300,20,22,167,0.2,79,1017,93,20,16,20,36,20,0.9,0.8,50,7.5,23
12542,836,0,22,13,358,0,83,1016,27,24,19,22,13,22,1,0.9,50,7.8,23
12543,836,100,21,11,349,0,84,1015,25,23,19,21,12,21,1,0.9,50,7.8,23
12544,836,200,21,9,340,0,86,1015,24,22,19,21,12,21,0.9,0.9,50,7.7,23
12545,836,300,21,8,332,0,88,1015,23,21,19,21,10,21,0.9,0.9,50,7.7,23
12546,836,400,20,7,304,0,89,1015,45,20,19,20,10,20,0.9,0.9,50,7.7,23
12547,836,500,20,6,276,0,90,1015,68,20,19,20,10,20,0.8,0.8,50,7.6,23
12548,836,600,20,6,249,0,91,1015,90,20,19,20,10,20,0.8,0.8,50,7.6,23
12549,836,700,21,9,233,0,87,1016,85,22,19,21,15,21,0.8,0.8,50,7.6,23
12550,836,800,22,12,218,0,83,1016,80,23,18,22,21,22,0.8,0.8,50,7.6,23
12551,836,900,22,15,203,0,79,1017,75,25,18,22,26,25,0.8,0.8,50,7.6,23
12552,836,1000,23,16,197,0,75,1017,72,25,18,23,29,25,0.8,0.8,50,7.6,23
12553,836,1100,24,17,191,0,71,1017,69,26,18,24,33,26,0.8,0.8,50,7.5,23
12554,836,1200,25,18,185,0,67,1016,66,26,18,25,36,26,0.8,0.8,50,7.5,23
12555,836,1300,24,17,174,0,69,1016,64,26,18,24,29,26,0.8,0.8,50,7.5,23
12556,836,1400,24,15,164,0,71,1015,61,26,18,24,21,26,0.8,0.7,50,7.5,23
12557,836,1500,23,14,153,0,73,1015,59,25,18,23,16,25,0.8,0.7,50,7.5,23
12558,836,1600,23,17,148,0,74,1015,71,25,18,23,24,25,0.8,0.7,50,7.5,23
12559,836,1700,22,19,144,0,75,1015,83,25,17,22,33,22,0.9,0.7,50,7.5,23
12560,836,1800,21,22,139,0,77,1016,95,24,17,21,43,21,0.9,0.7,50,7.5,23
12561,836,1900,21,22,145,0.1,77,1016,91,23,17,21,43,21,0.9,0.7,50,7.5,23
12562,836,2000,20,22,152,0.2,77,1017,87,21,16,20,44,20,0.9,0.8,50,7.5,23
12563,836,2100,20,22,158,0.3,78,1017,84,20,16,20,44,20,0.9,0.8,50,7.5,23
12564,836,2200,20,22,162,0.2,79,1017,88,20,16,20,40,20,0.9,0.8,50,7.5,23
12565,836,2300,20,22,167,0.2,79,1017,93,20,16,20,36,20,0.9,0.8,50,7.5,23
12566,837,0,19,22,171,0.1,80,1017,97,19,16,19,33,19,0.9,0.8,50,7.5,23
12567,837,100,19,21,173,0.1,81,1017,94,19,16,19,32,19,0.9,0.8,50,7.5,23
12568,837,200,19,19,174,0,81,1017,90,19,16,19,32,19,0.8,0.8,50,7.5,23
12569,837,300,19,18,176,0,82,1017,87,19,16,19,32,19,0.8,0.8,50,7.5,23
12570,837,400,20,17,178,0,83,1017,91,20,16,20,30,20,0.8,0.8,50,7.5,23
12571,837,500,20,16,179,0,83,1017,95,20,17,20,28,20,0.8,0.8,50,7.4,23
12572,837,600,20,15,181,0,83,1016,100,20,17,20,26,20,0.8,0.8,50,7.4,23
12573,837,700,20,15,179,0,82,1017,100,20,17,20,30,20,0.8,0.8,50,9.7,23
12574,837,800,20,15,178,0,81,1017,100,20,17,20,33,20,0.8,0.7,50,12.1,23
12575,837,900,21,15,176,0,80,1018,100,21,17,21,37,21,0.8,0.7,50,14.4,23
12576,837,1000,21,15,176,0,79,1017,100,22,17,21,37,21,0.8,0.7,70,14.1,23
12577,837,1100,22,15,175,0.1,78,1017,100,23,18,22,37,22,0.7,0.7,90,13.8,23
12578,837,1200,23,15,175,0.1,77,1017,100,25,18,23,37,25,0.7,0.7,110,13.5,23
12579,837,1300,22,12,173,0.3,80,1016,100,25,19,22,27,25,0.7,0.7,110,13.4,23
12580,837,1400,22,9,172,0.5,84,1015,100,25,19,22,17,22,0.6,0.6,110,13.2,23
12581,837,1500,22,6,170,0.7,87,1014,100,24,19,22,7,22,0.6,0.6,110,13.1,23
12582,837,1600,21,7,150,1.9,89,1014,100,23,19,21,8,21,0.6,0.6,110,13,23
12583,837,1700,20,8,129,3,91,1015,100,21,19,20,10,20,0.6,0.6,110,12.9,23
12584,837,1800,20,10,109,4.2,94,1015,100,20,19,20,11,20,0.6,0.6,110,12.8,23
12585,837,1900,19,10,114,3,91,1016,99,19,18,19,15,19,0.6,0.6,90,10.9,23
12586,837,2000,19,11,119,1.7,89,1017,97,19,17,19,20,19,0.5,0.6,70,9.1,23
12587,837,2100,19,11,125,0.5,86,1018,96,19,17,19,24,19,0.5,0.6,50,7.2,23
12588,837,2200,19,11,132,0.3,86,1018,97,19,17,19,24,19,0.5,0.6,50,7.2,23
12589,837,2300,19,11,140,0.2,85,1019,99,19,17,19,24,19,0.5,0.5,50,7.2,23
12590,838,0,19,22,171,0.1,80,1017,97,19,16,19,33,19,0.9,0.8,50,7.5,23
12591,838,100,19,21,173,0.1,81,1017,94,19,16,19,32,19,0.9,0.8,50,7.5,23
12592,838,200,19,19,174,0,81,1017,90,19,16,19,32,19,0.8,0.8,50,7.5,23
12593,838,300,19,18,176,0,82,1017,87,19,16,19,32,19,0.8,0.8,50,7.5,23
12594,838,400,20,17,178,0,83,1017,91,20,16,20,30,20,0.8,0.8,50,7.5,23
12595,838,500,20,16,179,0,83,1017,95,20,17,20,28,20,0.8,0.8,50,7.4,23
12596,838,600,20,15,181,0,83,1016,100,20,17,20,26,20,0.8,0.8,50,7.4,23
12597,838,700,20,15,179,0,82,1017,100,20,17,20,30,20,0.8,0.8,50,9.7,23
12598,838,800,20,15,178,0,81,1017,100,20,17,20,33,20,0.8,0.7,50,12.1,23
12599,838,900,21,15,176,0,80,1018,100,21,17,21,37,21,0.8,0.7,50,14.4,23
12600,838,1000,21,15,176,0,79,1017,100,22,17,21,37,21,0.8,0.7,70,14.1,23
12601,838,1100,22,15,175,0.1,78,1017,100,23,18,22,37,22,0.7,0.7,90,13.8,23
12602,838,1200,23,15,175,0.1,77,1017,100,25,18,23,37,25,0.7,0.7,110,13.5,23
12603,838,1300,22,12,173,0.3,80,1016,100,25,19,22,27,25,0.7,0.7,110,13.4,23
12604,838,1400,22,9,172,0.5,84,1015,100,25,19,22,17,22,0.6,0.6,110,13.2,23
12605,838,1500,22,6,170,0.7,87,1014,100,24,19,22,7,22,0.6,0.6,110,13.1,23
12606,838,1600,21,7,150,1.9,89,1014,100,23,19,21,8,21,0.6,0.6,110,13,23
12607,838,1700,20,8,129,3,91,1015,100,21,19,20,10,20,0.6,0.6,110,12.9,23
12608,838,1800,20,10,109,4.2,94,1015,100,20,19,20,11,20,0.6,0.6,110,12.8,23
12609,838,1900,19,10,114,3,91,1016,99,19,18,19,15,19,0.6,0.6,90,10.9,23
12610,838,2000,19,11,119,1.7,89,1017,97,19,17,19,20,19,0.5,0.6,70,9.1,23
12611,838,2100,19,11,125,0.5,86,1018,96,19,17,19,24,19,0.5,0.6,50,7.2,23
12612,838,2200,19,11,132,0.3,86,1018,97,19,17,19,24,19,0.5,0.6,50,7.2,23
12613,838,2300,19,11,140,0.2,85,1019,99,19,17,19,24,19,0.5,0.5,50,7.2,23
12614,839,0,19,22,171,0.1,80,1017,97,19,16,19,33,19,0.9,0.8,50,7.5,23
12615,839,100,19,21,173,0.1,81,1017,94,19,16,19,32,19,0.9,0.8,50,7.5,23
12616,839,200,19,19,174,0,81,1017,90,19,16,19,32,19,0.8,0.8,50,7.5,23
12617,839,300,19,18,176,0,82,1017,87,19,16,19,32,19,0.8,0.8,50,7.5,23
12618,839,400,20,17,178,0,83,1017,91,20,16,20,30,20,0.8,0.8,50,7.5,23
12619,839,500,20,16,179,0,83,1017,95,20,17,20,28,20,0.8,0.8,50,7.4,23
12620,839,600,20,15,181,0,83,1016,100,20,17,20,26,20,0.8,0.8,50,7.4,23
12621,839,700,20,15,179,0,82,1017,100,20,17,20,30,20,0.8,0.8,50,9.7,23
12622,839,800,20,15,178,0,81,1017,100,20,17,20,33,20,0.8,0.7,50,12.1,23
12623,839,900,21,15,176,0,80,1018,100,21,17,21,37,21,0.8,0.7,50,14.4,23
12624,839,1000,21,15,176,0,79,1017,100,22,17,21,37,21,0.8,0.7,70,14.1,23
12625,839,1100,22,15,175,0.1,78,1017,100,23,18,22,37,22,0.7,0.7,90,13.8,23
12626,839,1200,23,15,175,0.1,77,1017,100,25,18,23,37,25,0.7,0.7,110,13.5,23
12627,839,1300,22,12,173,0.3,80,1016,100,25,19,22,27,25,0.7,0.7,110,13.4,23
12628,839,1400,22,9,172,0.5,84,1015,100,25,19,22,17,22,0.6,0.6,110,13.2,23
12629,839,1500,22,6,170,0.7,87,1014,100,24,19,22,7,22,0.6,0.6,110,13.1,23
12630,839,1600,21,7,150,1.9,89,1014,100,23,19,21,8,21,0.6,0.6,110,13,23
12631,839,1700,20,8,129,3,91,1015,100,21,19,20,10,20,0.6,0.6,110,12.9,23
12632,839,1800,20,10,109,4.2,94,1015,100,20,19,20,11,20,0.6,0.6,110,12.8,23
12633,839,1900,19,10,114,3,91,1016,99,19,18,19,15,19,0.6,0.6,90,10.9,23
12634,839,2000,19,11,119,1.7,89,1017,97,19,17,19,20,19,0.5,0.6,70,9.1,23
12635,839,2100,19,11,125,0.5,86,1018,96,19,17,19,24,19,0.5,0.6,50,7.2,23
12636,839,2200,19,11,132,0.3,86,1018,97,19,17,19,24,19,0.5,0.6,50,7.2,23
12637,839,2300,19,11,140,0.2,85,1019,99,19,17,19,24,19,0.5,0.5,50,7.2,23
12638,840,0,19,22,171,0.1,80,1017,97,19,16,19,33,19,0.9,0.8,50,7.5,23
12639,840,100,19,21,173,0.1,81,1017,94,19,16,19,32,19,0.9,0.8,50,7.5,23
12640,840,200,19,19,174,0,81,1017,90,19,16,19,32,19,0.8,0.8,50,7.5,23
12641,840,300,19,18,176,0,82,1017,87,19,16,19,32,19,0.8,0.8,50,7.5,23
12642,840,400,20,17,178,0,83,1017,91,20,16,20,30,20,0.8,0.8,50,7.5,23
12643,840,500,20,16,179,0,83,1017,95,20,17,20,28,20,0.8,0.8,50,7.4,23
12644,840,600,20,15,181,0,83,1016,100,20,17,20,26,20,0.8,0.8,50,7.4,23
12645,840,700,20,15,179,0,82,1017,100,20,17,20,30,20,0.8,0.8,50,9.7,23
12646,840,800,20,15,178,0,81,1017,100,20,17,20,33,20,0.8,0.7,50,12.1,23
12647,840,900,21,15,176,0,80,1018,100,21,17,21,37,21,0.8,0.7,50,14.4,23
12648,840,1000,21,15,176,0,79,1017,100,22,17,21,37,21,0.8,0.7,70,14.1,23
12649,840,1100,22,15,175,0.1,78,1017,100,23,18,22,37,22,0.7,0.7,90,13.8,23
12650,840,1200,23,15,175,0.1,77,1017,100,25,18,23,37,25,0.7,0.7,110,13.5,23
12651,840,1300,22,12,173,0.3,80,1016,100,25,19,22,27,25,0.7,0.7,110,13.4,23
12652,840,1400,22,9,172,0.5,84,1015,100,25,19,22,17,22,0.6,0.6,110,13.2,23
12653,840,1500,22,6,170,0.7,87,1014,100,24,19,22,7,22,0.6,0.6,110,13.1,23
12654,840,1600,21,7,150,1.9,89,1014,100,23,19,21,8,21,0.6,0.6,110,13,23
12655,840,1700,20,8,129,3,91,1015,100,21,19,20,10,20,0.6,0.6,110,12.9,23
12656,840,1800,20,10,109,4.2,94,1015,100,20,19,20,11,20,0.6,0.6,110,12.8,23
12657,840,1900,19,10,114,3,91,1016,99,19,18,19,15,19,0.6,0.6,90,10.9,23
12658,840,2000,19,11,119,1.7,89,1017,97,19,17,19,20,19,0.5,0.6,70,9.1,23
12659,840,2100,19,11,125,0.5,86,1018,96,19,17,19,24,19,0.5,0.6,50,7.2,23
12660,840,2200,19,11,132,0.3,86,1018,97,19,17,19,24,19,0.5,0.6,50,7.2,23
12661,840,2300,19,11,140,0.2,85,1019,99,19,17,19,24,19,0.5,0.5,50,7.2,23
12662,841,0,19,22,171,0.1,80,1017,97,19,16,19,33,19,0.9,0.8,50,7.5,23
12663,841,100,19,21,173,0.1,81,1017,94,19,16,19,32,19,0.9,0.8,50,7.5,23
12664,841,200,19,19,174,0,81,1017,90,19,16,19,32,19,0.8,0.8,50,7.5,23
12665,841,300,19,18,176,0,82,1017,87,19,16,19,32,19,0.8,0.8,50,7.5,23
12666,841,400,20,17,178,0,83,1017,91,20,16,20,30,20,0.8,0.8,50,7.5,23
12667,841,500,20,16,179,0,83,1017,95,20,17,20,28,20,0.8,0.8,50,7.4,23
12668,841,600,20,15,181,0,83,1016,100,20,17,20,26,20,0.8,0.8,50,7.4,23
12669,841,700,20,15,179,0,82,1017,100,20,17,20,30,20,0.8,0.8,50,9.7,23
12670,841,800,20,15,178,0,81,1017,100,20,17,20,33,20,0.8,0.7,50,12.1,23
12671,841,900,21,15,176,0,80,1018,100,21,17,21,37,21,0.8,0.7,50,14.4,23
12672,841,1000,21,15,176,0,79,1017,100,22,17,21,37,21,0.8,0.7,70,14.1,23
12673,841,1100,22,15,175,0.1,78,1017,100,23,18,22,37,22,0.7,0.7,90,13.8,23
12674,841,1200,23,15,175,0.1,77,1017,100,25,18,23,37,25,0.7,0.7,110,13.5,23
12675,841,1300,22,12,173,0.3,80,1016,100,25,19,22,27,25,0.7,0.7,110,13.4,23
12676,841,1400,22,9,172,0.5,84,1015,100,25,19,22,17,22,0.6,0.6,110,13.2,23
12677,841,1500,22,6,170,0.7,87,1014,100,24,19,22,7,22,0.6,0.6,110,13.1,23
12678,841,1600,21,7,150,1.9,89,1014,100,23,19,21,8,21,0.6,0.6,110,13,23
12679,841,1700,20,8,129,3,91,1015,100,21,19,20,10,20,0.6,0.6,110,12.9,23
12680,841,1800,20,10,109,4.2,94,1015,100,20,19,20,11,20,0.6,0.6,110,12.8,23
12681,841,1900,19,10,114,3,91,1016,99,19,18,19,15,19,0.6,0.6,90,10.9,23
12682,841,2000,19,11,119,1.7,89,1017,97,19,17,19,20,19,0.5,0.6,70,9.1,23
12683,841,2100,19,11,125,0.5,86,1018,96,19,17,19,24,19,0.5,0.6,50,7.2,23
12684,841,2200,19,11,132,0.3,86,1018,97,19,17,19,24,19,0.5,0.6,50,7.2,23
12685,841,2300,19,11,140,0.2,85,1019,99,19,17,19,24,19,0.5,0.5,50,7.2,23
12686,842,0,19,22,171,0.1,80,1017,97,19,16,19,33,19,0.9,0.8,50,7.5,23
12687,842,100,19,21,173,0.1,81,1017,94,19,16,19,32,19,0.9,0.8,50,7.5,23
12688,842,200,19,19,174,0,81,1017,90,19,16,19,32,19,0.8,0.8,50,7.5,23
12689,842,300,19,18,176,0,82,1017,87,19,16,19,32,19,0.8,0.8,50,7.5,23
12690,842,400,20,17,178,0,83,1017,91,20,16,20,30,20,0.8,0.8,50,7.5,23
12691,842,500,20,16,179,0,83,1017,95,20,17,20,28,20,0.8,0.8,50,7.4,23
12692,842,600,20,15,181,0,83,1016,100,20,17,20,26,20,0.8,0.8,50,7.4,23
12693,842,700,20,15,179,0,82,1017,100,20,17,20,30,20,0.8,0.8,50,9.7,23
12694,842,800,20,15,178,0,81,1017,100,20,17,20,33,20,0.8,0.7,50,12.1,23
12695,842,900,21,15,176,0,80,1018,100,21,17,21,37,21,0.8,0.7,50,14.4,23
12696,842,1000,21,15,176,0,79,1017,100,22,17,21,37,21,0.8,0.7,70,14.1,23
12697,842,1100,22,15,175,0.1,78,1017,100,23,18,22,37,22,0.7,0.7,90,13.8,23
12698,842,1200,23,15,175,0.1,77,1017,100,25,18,23,37,25,0.7,0.7,110,13.5,23
12699,842,1300,22,12,173,0.3,80,1016,100,25,19,22,27,25,0.7,0.7,110,13.4,23
12700,842,1400,22,9,172,0.5,84,1015,100,25,19,22,17,22,0.6,0.6,110,13.2,23
12701,842,1500,22,6,170,0.7,87,1014,100,24,19,22,7,22,0.6,0.6,110,13.1,23
12702,842,1600,21,7,150,1.9,89,1014,100,23,19,21,8,21,0.6,0.6,110,13,23
